Youngblood,5 Seconds Of Summer,120.274,0.854,-5.114,0.596,0.152,0.0169,5.0,32.0,48.0,15.0,2
Killer Queen,5 Seconds Of Summer,171.009,0.789,-4.548,0.262,0.487,0.00422,10.0,20.0,40.0,30.0,2
She Looks So Perfect,5 Seconds Of Summer,160.025,0.951,-4.237,0.494,0.441,0.000569,5.0,25.0,30.0,40.0,3
Want You Back,5 Seconds Of Summer,98.03,0.867,-4.915,0.618,0.579,0.00699,5.0,32.0,48.0,15.0,2
Valentine,5 Seconds Of Summer,94.007,0.767,-2.907,0.746,0.773,0.0601,0.0,52.0,43.0,5.0,1
Lie To Me,5 Seconds Of Summer,159.927,0.52,-5.445,0.611,0.771,0.0132,0.0,59.5,38.0,2.5,1
Amnesia,5 Seconds Of Summer,101.671,0.497,-5.26,0.594,0.101,0.0343,2.5,59.5,18.0,20.0,1
"""Shes Kinda Hot""",5 Seconds Of Summer,118.031,0.908,-4.806,0.664,0.889,0.00182,5.0,37.0,48.0,10.0,2
Disconnected,5 Seconds Of Summer,99.945,0.891,-4.812,0.624,0.693,0.12,5.0,37.0,48.0,10.0,2
Ghost Of You,5 Seconds Of Summer,149.875,0.561,-4.819,0.458,0.206,0.0965,0.0,36.666666666666664,23.333333333333332,40.0,3
"""Dont Stop""",5 Seconds Of Summer,149.946,0.957,-3.468,0.571,0.892,0.00209,5.0,47.0,38.0,10.0,1
Meet You There,5 Seconds Of Summer,132.915,0.711,-5.047,0.728,0.693,0.00985,20.0,42.00000000000001,27.999999999999996,10.0,1
Why Won¡¦t You Love Me,5 Seconds Of Summer,135.122,0.78,-3.771,0.613,0.333,0.000455,0.0,52.0,38.0,10.0,1
Wherever You Are,5 Seconds Of Summer,91.984,0.815,-4.821,0.562,0.459,0.0171,0.0,42.00000000000001,48.0,10.0,2
Close As Strangers,5 Seconds Of Summer,150.016,0.796,-5.265,0.467,0.338,0.0218,0.0,20.0,40.0,40.0,2
Monster Among Men,5 Seconds Of Summer,166.105,0.678,-4.627,0.495,0.475,0.0918,10.0,30.0,20.0,40.0,3
Broken Home,5 Seconds Of Summer,128.001,0.631,-5.522,0.585,0.5,0.128,0.0,49.5,38.0,12.5,1
If Walls Could Talk,5 Seconds Of Summer,121.899,0.79,-4.762,0.588,0.499,0.00879,0.0,42.00000000000001,48.0,10.0,2
Good Girls,5 Seconds Of Summer,141.064,0.911,-5.203,0.528,0.576,0.0152,5.0,35.0,30.0,30.0,1
Jet Black Heart,5 Seconds Of Summer,153.957,0.85,-4.274,0.507,0.545,0.000163,15.0,20.0,30.0,35.0,3
