1979,Smashing Pumpkins,126.879,0.788,-9.896,0.765,0.964,0.0166,50.0,12.0,27.999999999999996,10.0,0
1-800-273-8255,Logic,100.021,0.574,-7.788,0.62,0.352,0.57,31.666666666666664,17.5,25.0,25.833333333333336,0
24K Magic,Bruno Mars,106.97,0.803,-4.282,0.818,0.632,0.034,20.0,32.0,43.0,5.0,2
7 rings,Ariana Grande,70.142,0.321,-10.744,0.725,0.319,0.578,43.33333333333333,26.666666666666668,10.0,20.0,0
A Million Dreams,Ziv Zaifman,54.747,0.312,-11.689,0.265,0.0998,0.243,8.333333333333332,0.0,81.66666666666667,10.0,2
A Thousand Years,Christina Perri,139.028,0.407,-7.445,0.421,0.161,0.309,0.0,0.0,75.0,25.0,2
Acamar,Frankey,119.992,0.739,-9.089,0.777,0.202,0.00212,50.0,12.0,27.999999999999996,10.0,0
Accelerate,Jungle,101.029,0.781,-7.433,0.653,0.5,0.106,5.0,32.0,23.0,40.0,3
Accidentally In Love,Counting Crows,138.017,0.926,-3.613,0.555,0.771,0.0484,5.0,47.0,38.0,10.0,1
Affection,Crystal Castles,124.654,0.835,-7.165,0.658,0.532,0.0602,5.0,22.000000000000004,43.0,30.0,2
Ahora Dice,Chris Jeday,144.045,0.69,-5.451,0.704,0.402,0.249,0.0,39.5,38.0,22.5,1
"""Aint No Love In The Heart Of The City - Single Version""","Bobby ""Blue"" Bland",79.638,0.656,-8.699,0.559,0.679,0.257,10.0,29.500000000000004,11.333333333333332,49.16666666666667,3
All Day,Kanye West,122.967,0.638,-4.968,0.855,0.412,0.0648,10.0,32.0,48.0,10.0,2
All Day And All Of The Night,The Kinks,136.921,0.86,-7.839,0.551,0.723,0.262,15.0,12.0,21.333333333333332,51.66666666666667,3
All I Need,Tim Halperin,115.978,0.473,-8.9,0.611,0.133,0.589,32.5,25.5,30.0,12.0,0
All Night,The Vamps,144.997,0.803,-5.194,0.54,0.501,0.00403,0.0,42.00000000000001,38.0,20.0,1
All of Me,John Legend,119.93,0.264,-7.064,0.422,0.331,0.922,31.666666666666664,10.0,25.0,33.33333333333333,3
All of the Stars,Ed Sheeran,150.066,0.562,-6.106,0.436,0.24,0.0102,10.0,6.666666666666667,43.33333333333333,40.0,2
"""All These Things That Ive Done""",The Killers,118.276,0.71,-6.925,0.552,0.206,0.00164,0.0,29.500000000000004,48.0,22.5,2
Alone,Alan Walker,97.021,0.914,-3.962,0.673,0.183,0.229,5.0,27.0,48.0,20.0,2
Alright,Kendrick Lamar,110.034,0.766,-5.974,0.796,0.558,0.0742,12.5,12.0,43.0,32.5,2
Always Be My Baby,Tim Halperin,139.906,0.255,-10.247,0.574,0.282,0.778,36.0,30.0,0.0,34.0,0
Always Remember Us This Way,Lady Gaga,129.976,0.502,-5.972,0.553,0.296,0.299,2.5,46.166666666666664,41.333333333333336,10.0,1
Amazing,Westlife,97.023,0.705,-4.407,0.617,0.669,0.109,10.0,49.5,38.0,2.5,1
