Pop,Justin Bieber,2015,Purpose,Love Yourself,"For all the times that you rained on my parade
And all the clubs you get in using my name
You think you broke my heart, oh girl for goodness sake
You think I'm cryin' on my own, well I ain't

And I didn't wanna write a song
'Cause I didn't want anyone thinking I still care
I don't but, you still hit my phone up
And baby I'll be movin' on
And I think you should be somethin'
I don't wanna hold back
Maybe you should know that

My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job, didn't see what's going on
But now I know, I'm better sleeping on my own

'Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself

But when you told me that you hated my friends
The only problem was with you and not them
And every time you told me my opinion was wrong
And tried to make me forget where I came from

And I didn't wanna write a song
'Cause I didn't want anyone thinking I still care
I don't but, you still hit my phone up
And baby I'll be movin' on
And I think you should be somethin'
I don't wanna hold back
Maybe you should know that

My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job, didn't see what's going on
But now I know, I'm better sleeping on my own

'Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself

For all the times that you made me feel small
I fell in love, now I feel nothin' at all
I never felt so low and I was vulnerable
Was I a fool to let you break down my walls?

'Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself
'Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself"
Pop,Justin Bieber,2015,Purpose,Sorry,"You gotta go and get angry at all of my honesty
You know I try but I don't do too well with apologies
I hope I don't run out of time, could someone call a referee?
'Cause I just need one more shot at forgiveness
I know you know that I made those mistakes maybe once or twice
By once or twice I mean maybe a couple a hundred times
So let me, oh let me redeem, oh redeem, oh myself tonight
'Cause I just need one more shot at second chances

Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Is it too late now to say sorry?
Yeah I know that I let you down
Is it too late to say I'm sorry now?

I'm sorry, yeah
Sorry, yeah
Sorry
Yeah I know that I let you down
Is it too late to say I'm sorry now?

I'll take every single piece of the blame if you want me to
But you know that there is no innocent one in this game for two
I'll go, I'll go and then you go, you go out and spill the truth
Can we both say the words and forget this?

Is it too late now to say sorry?
'Cause I'm missing more than just your body
Is it too late now to say sorry?
Yeah I know that I let you down
Is it too late to say I'm sorry now?

I'm not just trying to get you back on me
'Cause I'm missing more than just your body
Is it too late now to say sorry?
Yeah I know that I let you down
Is it too late to say I'm sorry now?

I'm sorry, yeah
Sorry, oh
Sorry
Yeah I know that I let you down
Is it too late to say I'm sorry now?
I'm sorry, yeah
Sorry, oh
Sorry
Yeah I know that I let you down
Is it too late to say I'm sorry now?"
Pop,Justin Bieber,2012,Believe,As Long As You Love Me,"As long as you love me
(Love me, love me, love me, love me, love me, love me)
As long as you love me
(Love me, love me, love me, love me)
As long as you love me

We're under pressure (We're under pressure)
Seven billion people in the world tryna fit in (Tryna fit in)
Keep it together (Keep it together)
Smile on your face, even though your heart is frowning (Frowning)
But hey now (Hey now), you know, girl (You know, girl)
We both know, it's a cruel world (Cruel world)
But I will (But I will) take my chances

As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver, I'll be your gold
As long as you love me, love me
As long as you love me, love me

I'll be your soldier (I'll be your soldier)
Fighting every second of the day for your dreams, girl
(For your dreams, girl)
I'll be your Hova (I'll be your Hova)
You could be my Destiny's Child on the scene, girl
So don't stress (Don't stress), and don't cry (And don't cry)
Oh, we don't need no wings to fly (Wings to fly)
Just take (Take), my hand

As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver, I'll be your gold
As long as you love me, love me
As long as you love me, love me

Whoa, whoa, B-I-G
I don't know if this makes sense, but, you're my hallelujah
Give me a time and place, I'll rendezvous it
I'll fly you to it, I'll beat you there
Girl, you know I got you
Us, trust, a couple things I can't spell without 'U'
Now we on top of the world (World) 'cause that's just how we do
Used to tell me sky's the limit, now the sky's our point of view
Man, we stepping out, like whoa (Oh God)
Cameras point and shoot (Shoot)
Ask me, ""What's my best side?""
I stand back and point at you, you, you
The one that I argue with, feel like I need a new girl to be bothered with
But the grass ain't always greener on the other side
It's green where you water it
So I know, we got issues baby, true, true, true
But I'd rather work on this with you
Than to go ahead and start with someone new
As long as you love me

As long as you love me (Yeah, yeah, baby)
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum (Platinum), I'll be your silver, I'll be your gold

As long as you love me
As long as you love me
As long as you love me (I'll be your silver, I'll be your gold)
As long as you love me, you love me, you love me, yeah
(It's all I want, baby)
As long as you love me, you love me (Please don't go)
As long as you love me, as long as you love me
As long as you love me, yeah
As long as you love me (Love me, love me, love me, love me)"
Pop,Justin Bieber,2010,My World 2.0,Baby,"Oh, woah
Oh, woah
Oh, woah

You know you love me, I know you care
Just shout whenever and I’ll be there
You want my love, you want my heart
And we will never, ever, ever be apart
Are we an item? Girl, quit playing
We’re just friends, what are you saying?
Said ""There’s another,"" and looked right in my eyes
My first love broke my heart for the first time, and I was like...

Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you'd always be mine, mine
Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you’d always be mine, mine

Oh, for you I would have done whatever
And I just can’t believe we ain't together
And I wanna play it cool, but I'm losing you
I'll buy you anything, I'll buy you any ring
And I'm in pieces, baby, fix me
And just shake me 'til you wake me from this bad dream
I'm going down, down, down, down
And I just can’t believe my first love won’t be around, and I'm like...

Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you’d always be mine, mine
Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you’d always be mine, mine

(Luda)
When I was 13, I had my first love
There was nobody that compared to my baby
And nobody came between us, nor could ever come above
She had me going crazy
Oh, I was starstruck
She woke me up daily, don’t need no Starbucks
She made my heart pound, and skip a beat when I see her in the street and
At school on the playground, but I really want to see her on the weekend
She knows she's got me dazing, cause she was so amazing
And now my heart is breaking, but I just keep on saying

Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you’d always be mine, mine
Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you’d always be mine, mine

I'm gone, yeah yeah yeah
Now I'm all gone, yeah yeah yeah
Now I'm all gone, yeah yeah yeah
Now I'm all gone, gone, gone, gone, I'm gone"
Pop,Justin Bieber,2015,Purpose,What Do You Mean?,"What do you mean? Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? Hey ,yeah
When you don't want me to move, but you tell me to go
What do you mean?
Oh, what do you mean?
Said you're running outta time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?

You’re so indecisive, what I’m saying
Tryna catch the beat, make up your heart
Don't know if you're happy or complaining
Don't want for us to end, where do I start?

First you wanna go to the left, then you wanna turn right
Wanna argue all day, make love all night
First you're up, then you’re down and then between
Oh, I really wanna know…

What do you mean? Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? Hey yeah
When you don't want me to move, but you tell me to go
What do you mean?
Oh, what do you mean?
Said you're running outta time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?

You’re overprotective when I’m leaving
Tryna compromise but I can’t win
You wanna make a point, but you keep preaching
You had me from the start, won't let this end

First you wanna go to the left, then you wanna turn right
Wanna argue all day, make love all night
First you're up, then you’re down and then between
Oh, I really wanna know…

What do you mean? Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? Hey yeah
When you don't want me to move, but you tell me to go
What do you mean? (I wanna know)
Oh, what do you mean? (Ooh)
Said you're running outta time, what do you mean? (Oh baby)
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?

Oh, oh (Don't be so selfish baby, yeah)
When you nod your head yes, but you wanna say no
What do you mean? Hey yeah (You're so confusing baby)
When you don't want me to move, but you tell me to go
What do you mean? (Be more straight forward)
Oh, what do you mean?
Said you're running outta time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?"
Pop,Justin Bieber,2013,Journals,Confident,"Don't do it to me, don't do it to me, oh no no, oh no no
Don't do it to me, oh no no, oh no no
Don't do it to me, oh no no, oh no no
Don't do it to me, oh no no, oh no no

Focused, I'm focused
She got a body like that, I ain't never seen nothing like that
Like a fantasy in front of me
I think that something special is going down
That's right I think she foreign, I think she foreign
Got passports, mi amor started slow, got faster
She gon' work some more, work some more
No stopping her now, no stopping her now

Then she started dancing, sexual romancing
Nasty but she fancy, lipstick on my satin sheets
What's your nationality? I wonder if there's more of you
She's got my attention, she's confident

Oh no no, oh no no, she's confident
Oh no no, oh no no and I'm down with it
Oh no no, oh no no, she's confident
You could tell by the way she walks in the room

She said it's her first time (oh, yeah, yeah)
I think she might have lied
Feels so good damn (oh, yeah, yeah)
And I don't know why
I'm addicted (oh, yeah, yeah)
Something like an addict
Got me twisted (oh, yeah, yeah)
But still I gotta have it

Explosive, explosive
I could still smell her perfume
It's not hard to notice, that I'm open
Hypnotised by the way she moves

Then she started dancing, sexual romancing
Nasty but she fancy, Mona Lisa masterpiece
What's your nationality? I wonder if there's more of you
She's got my attention, she's confident

Oh no no, oh no no, she's confident
Oh no no, oh no no and I'm down with it
Oh no no, oh no no, she's confident
You could tell by the way she walks in the room

She said it's her first time (oh, yeah, yeah)
I think she might have lied
Feels so good damn (oh, yeah, yeah)
And I don't know why (IGH!)
I'm addicted (oh, yeah, yeah)
Something like an addict (Ooh-woo!)
Got me twisted (oh, yeah, yeah)
But still I gotta have it
Chance? The Rapper? IGH!

Tattoos, piercings and she just learned to twerk (oh?)
She ain't got a heart or a ass, just her brains
Gotta ask cause her ass on a learning curve (oh?)
And she love to hurn the berb, I mean burn the word
That's only legal with a doctor's note (oh?)
Real deep pockets like a doctor's coat (IGH! IGH!)
Stay faded like Diddy's hair, back tryna rock the vote
She the first mate when I rock the boat (IGH!)
She never forget to ride like a bicycle
She like planes, trains, chains with icicles
It goes her, blank, blank, and rock & roll (IGH!)
She say ""I know, honey bunny, that's the funny thing"" (ooh!)
Thots twerk for the Goodfellas
She money dance with the money team, IGH!
She's confident

Oh no no, oh no no, she's confident
Oh no no, oh no no and I'm down with it
Oh no no, oh no no, she's confident
You could tell by the way she walks in the room

She said it's her first time (oh, yeah, yeah)
I think she might have lied
Feels so good damn (oh, yeah, yeah)
And I don't know why
I'm addicted (oh, yeah, yeah)
Something like an addict
Got me twisted (oh, yeah, yeah)
But still I gotta have it

Still I gotta have it (yeah)
Still I gotta have it (alright)
Still I gotta have it (yeah, alright)
Oh no no, oh no no, oh no no (yeah)
Oh no no, oh no no, oh no no (alright)
Oh no no, oh no no, oh no no (yeah)
Oh no no, oh no no
But still I gotta have it"
Pop,Justin Bieber,2015,Purpose,I’ll Show You,"My life is a movie and everyone's watching
So let's get to the good part and past all the nonsense

Sometimes it's hard to do the right thing
When the pressure's coming down like lightning
It's like they want me to be perfect
When they don't even know that I'm hurting

Cause life's not easy, I'm not made out of steel
Don't forget that I'm human, don't forget that I'm real
Act like you know me, but you never will
There's one thing that I know for sure
I'll show you
I'll show you
I'll show you
I'll show you

I've got to learn things, learn them the hard way
Got to see what it feels like, no matter what they say

Sometimes it's hard to do the right thing
When the pressure's coming down like lightning
It's like they want me to be perfect
When they don't even know that I'm hurting

Cause life's not easy, I'm not made out of steel
Don't forget that I'm human, don't forget that I'm real
Act like you know me, but you never will
There's one thing that I know for sure
I'll show you
I'll show you
I'll show you
I'll show you
Cause life's not easy, I'm not made out of steel
Don't forget that I'm human, don't forget that I'm real
Act like you know me, but you never will
There's one thing that I know for sure

I'll show you
I'll show you"
Pop,Justin Bieber,2012,Believe,Beauty and a Beat,"Yeah, Young Money, Nicki Minaj, Justin, rrr

Show you off
Tonight, I wanna show you off (Ayy-ayy-ayy)
What you got
A billion could've never bought (Ayy-ayy-ayy)

We gonna party like it's 3012 tonight
I wanna show you all the finer things in life
So just forget about the world, we young tonight
I'm coming for ya, I'm coming for ya

'Cause all I need is a beauty and a beat
Who can make my life complete
It's all 'bout you
When the music makes you move
Baby, do it like you do

Body rock
Girl, I can feel your body rock (Ayy-ayy-ayy)
Take a bow
You're on the hottest ticket now, ooh (Ayy-ayy-ayy)

We gonna party like it's 3012 tonight
I want to show you all the finer things in life
So just forget about the world, we young tonight
I'm coming for ya, I'm coming for ya

'Cause all I need is a beauty and a beat
Who can make my life complete
It's all 'bout you
When the music makes you move
Baby, do it like you do

Uh, uh
In time, ink lines
Bitches couldn't get on my incline
World tours, it's mine
Ten little letters on a big sign
Justin Bieber, you know I'ma hit 'em with the ether
Buns out, weiner, but I gotta keep an eye out for Selener
Beauty, beauty and the beast
Beauty from the East
Beautiful confessions of the priest
Beast, beauty from the streets, beat will get deceased
Every time Beauty on the beat

Body rock (Yeah, yeah, yeah)
Girl, I wanna feel your body rock (Let's go, let's go)

'Cause all (All I need is love), I need is a beauty and a beat
Who can make my life complete (Whoa-oh-oh)
It's all 'bout you (All I need is you)
When the music makes you move
Baby, do it like you do"
Pop,Justin Bieber,2015,Purpose,Mark My Words,"Mark my words, that's all that I have
Mark my words, give you all I got
In every way I will
You're the only reason why
Oh I don't wanna live a lie
Mark my words
Mark my words

So you heard it all before
Falling in and out of trust
Trying to rekindle us
Only to lose yourself
But I won't let me lose you
And I won't let us just fade away
After all that we've been through
I'ma show you more than I ever could say

Mark my words, that's all that I have
Mark my words, give you all I got
In every way I will
You're the only reason why
Oh I don't wanna live a lie
Mark my words
Mark my words"
Pop,Justin Bieber,2015,Purpose,Purpose,"Feeling like I'm breathing my last breath
Feeling like I'm walking my last steps
Look at all of these tears I've wept
Look at all the promises that I've kept

I put my all into your hands
Here's my soul to keep
I let you in with all that I can
You're not hard to reach

And you bless me with the best gift
That I've ever known
You give me purpose
Yeah, you've given me purpose

Thinking my journey's come to an end
Sending out a farewell to my friends, for inner peace
Ask you to forgive me for my sins, oh would you please?
I'm more than grateful for the time we spent, my spirit's at ease

I put my heart into your hands
Learn the lessons you teach
No matter when, wherever I am
You're not hard to reach

And you've given me the best gift
That I've ever known
You give me purpose everyday
You give me purpose in every way

Oh, you are my everything
Oh, you are my everything

I don’t know if this is wrong, because someone else is telling me that it’s wrong. But I feel this so let me just like try my best not to let this happen again.  We weren’t necessarily put in the best position to make the best decisions
You can’t be hard on yourself for it, these are the cards you were given so you have to understand that’s not who you are. You know you’re trying to be the best you can be, but that’s all you can do. If you don’t give it all you got, you’re only cheating yourself give it all you got but if it ends up happening, it ends up happening
That’s what happening with me, it’s like “God, I’m giving it all I’ve got, sometimes I’m weak and I’m going to do it.” And it’s like I’m not giving myself grace, I’m just like understanding that’s how it is"
