no,track,singer,singerID,mp3URL
1,Still Got Time,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,https://p.scdn.co/mp3-preview/2385471a5d35709ad90e368dacabe4082af4541a?cid=92ac8297791c442aa3ad223eab515b17
2,When I Go to Sleep at Night,The Chiffons,05sIdEkXAYDbDDdv3T56Oj,https://p.scdn.co/mp3-preview/1a44e302b507a468bde45f5686961bf7d78dd190?cid=92ac8297791c442aa3ad223eab515b17
3,The Fuss,Against The Current,6yhD1KjhLxIETFF7vIRf8B,https://p.scdn.co/mp3-preview/babd97199008c965f3aaa31a3fd31a79f46d51ac?cid=92ac8297791c442aa3ad223eab515b17
4,Mother Popcorn - Pt. 1,James Brown,7GaxyUddsPok8BuhxN6OUW,https://p.scdn.co/mp3-preview/04cbec38b74472ed14ed04a07bf034d1cd832103?cid=92ac8297791c442aa3ad223eab515b17
5,Unconditionally,Katy Perry,6jJ0s89eD6GaHleKKya26X,https://p.scdn.co/mp3-preview/1bb5566bd5f9de3b9ff00b583948768aa6d77fb9?cid=92ac8297791c442aa3ad223eab515b17
6,The Villain,Hermitude,3fmMaLC5jjf2N4EC2kTx0u,https://p.scdn.co/mp3-preview/c3d7a83c83268242a299773e2a1f023db7a633a1?cid=92ac8297791c442aa3ad223eab515b17
7,Born in Time,Bob Dylan,74ASZWbe4lXaubB36ztrGX,https://p.scdn.co/mp3-preview/c0fd7a53e2103fcb5c1717d25e0f114a57a308fb?cid=92ac8297791c442aa3ad223eab515b17
8,Diego,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,https://p.scdn.co/mp3-preview/efd70d21993ecbee839e791e95f9a0311f958f98?cid=92ac8297791c442aa3ad223eab515b17
9,Detective,No Doubt,0cQbJU1aAzvbEmTuljWLlF,https://p.scdn.co/mp3-preview/e9bf8c04772e18197064c9c4953cc1c97dba9849?cid=92ac8297791c442aa3ad223eab515b17
10,Caballero,Shamir,7JgXEHI1oEiQICAMeCsKTj,https://p.scdn.co/mp3-preview/9367b0d6274bbf5166eccdc22c0d4496f5450fe8?cid=92ac8297791c442aa3ad223eab515b17
11,Children of Paul,Ty Segall,58XGUNsRNu3cVOIOYk5chx,https://p.scdn.co/mp3-preview/54b06e522afe4da53b58941ebe1c62708dfc2973?cid=92ac8297791c442aa3ad223eab515b17
12,My Life,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,https://p.scdn.co/mp3-preview/5280ee20c79d16c79e5899e2d521221fb52cd01d?cid=92ac8297791c442aa3ad223eab515b17
13,Soldier,James TW,0B3N0ZINFWvizfa8bKiz4v,https://p.scdn.co/mp3-preview/7a252f64c6b42e4466e516095a9c0276de9c1a2e?cid=92ac8297791c442aa3ad223eab515b17
14,Here I Am (Come and Take Me),Seal,5GtMEZEeFFsuHY8ad4kOxv,https://p.scdn.co/mp3-preview/4b395ff38bea618cf6277224f9f78e2a73a9b0c3?cid=92ac8297791c442aa3ad223eab515b17
15,Devil Slide,Eric Burdon,3miNucraVWk4hdVsIxn7id,https://p.scdn.co/mp3-preview/a65ef49a27efc940982460ecfa273bd15d336423?cid=92ac8297791c442aa3ad223eab515b17
16,Dance (A$$),Big Sean,0c173mlxpT3dSFRgMO8XPh,https://p.scdn.co/mp3-preview/a20d61d3256d623ddedf5e95d1ad624c8d18eb34?cid=92ac8297791c442aa3ad223eab515b17
17,Space Dementia,Muse,12Chz98pHFMPJEknJQMWvI,https://p.scdn.co/mp3-preview/c4ebdd9b6fa4b39f2cfa83f4e84432fffa1c5709?cid=92ac8297791c442aa3ad223eab515b17
18,Young God,Jonas Aden,1qq5e02CcWNFqZMbmdrIcj,https://p.scdn.co/mp3-preview/0d9bd056e150dd5adaf1427398ffbe845e1a4a30?cid=92ac8297791c442aa3ad223eab515b17
19,Sk8er Boi,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,https://p.scdn.co/mp3-preview/c0984bf089f7e7534d6c838fd4204cc40ed87368?cid=92ac8297791c442aa3ad223eab515b17
20,Secrets,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,https://p.scdn.co/mp3-preview/b98994264d5650c06958c579024eeac8a78d45c8?cid=92ac8297791c442aa3ad223eab515b17
21,Lieben,PJ Harvey,12VaqyEhgwDRuFfEqbnrpz,https://p.scdn.co/mp3-preview/64c9f38fa36aa3cd05b2f569969bbeb42e069db5?cid=92ac8297791c442aa3ad223eab515b17
22,Joanne,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,https://p.scdn.co/mp3-preview/1ca30efdd7357f099a85c82c5eb263f9fa2efb32?cid=92ac8297791c442aa3ad223eab515b17
23,Done With You,Papa Roach,4RddZ3iHvSpGV4dvATac9X,https://p.scdn.co/mp3-preview/05ab393986eb884e3bea62cc04a9895fbcfc4c4d?cid=92ac8297791c442aa3ad223eab515b17
24,Left Outside Alone - M*A*S*H Radio Mix,Anastacia,2siHvYaxjaW5rKVRiIrMYH,https://p.scdn.co/mp3-preview/f51f9036e4f129d37bda55909a5ef10d3b2be189?cid=92ac8297791c442aa3ad223eab515b17
25,Howling At The Moon,Phantogram,1l9d7B8W0IHy3LqWsxP2SH,https://p.scdn.co/mp3-preview/ae9336d489ea975ae3cb8f5e30bc28831f406c31?cid=92ac8297791c442aa3ad223eab515b17
26,Beg for the Night,Twin Shadow,6fLrPFLWLSCrp7gcTZXcKb,https://p.scdn.co/mp3-preview/3e57f72ed6fe7faf11429a98b0c37ee63062691f?cid=92ac8297791c442aa3ad223eab515b17
27,The Daisy Chain,Prince,5a2EaR3hamoenG9rDuVn8j,https://p.scdn.co/mp3-preview/e80b95fa8dae3496e0ba01241c3ac2f803f67421?cid=92ac8297791c442aa3ad223eab515b17
28,Whip,French Montana,6vXTefBL93Dj5IqAWq6OTv,https://p.scdn.co/mp3-preview/77a09af58ee371b598276c429b16a2514c42e3b3?cid=92ac8297791c442aa3ad223eab515b17
29,Hold Me (with Teddy Pendergrass),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,https://p.scdn.co/mp3-preview/b0e38be6526ec0ea7b315884873d77611a438f40?cid=92ac8297791c442aa3ad223eab515b17
30,Slime,21 Savage,1URnnhqYAYcrqrcwql10ft,https://p.scdn.co/mp3-preview/557291ccfdbd59a87e09c81230bdb57c664f4601?cid=92ac8297791c442aa3ad223eab515b17
31,Say Youre Sorry,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,https://p.scdn.co/mp3-preview/7c3dc3676ed7d4dc11b76d076aa20f3d5c7215e1?cid=92ac8297791c442aa3ad223eab515b17
32,Tartara,Joe Cuba,5MlfccEEOw6kihsT8eQtbh,https://p.scdn.co/mp3-preview/4eb04c9e0c5e659b2a03d4cd3528c86c69644b6e?cid=92ac8297791c442aa3ad223eab515b17
33,Strange Birds,Birdy,2WX2uTcsvV5OnS0inACecP,https://p.scdn.co/mp3-preview/915fe85b1b5d5a98794c70964004437496e15f1c?cid=92ac8297791c442aa3ad223eab515b17
