no,track,singer,singerID,mp3URL
7001,Refuge (When Its Cold Outside),John Legend,5y2Xq6xcjJb2jVM54GHK3t,https://p.scdn.co/mp3-preview/07d42585d8e0ea6d67001ea1dc218d9ecffc10f7?cid=92ac8297791c442aa3ad223eab515b17
7002,Truth Or Dare,Kelela,1U0sIzpRtDkvu1hXXzxh60,https://p.scdn.co/mp3-preview/314a2678a389e6f01a0544f5c0c68690d5a99e0d?cid=92ac8297791c442aa3ad223eab515b17
7003,Hungry for You,The Vandals,4AqIRTZF6DDmKmdorgFug6,https://p.scdn.co/mp3-preview/3f71f3e79e42d7e22f4bd7f61709cf37d52b729a?cid=92ac8297791c442aa3ad223eab515b17
7004,Hollywood Dreams,Miguel,360IAlyVv4PCEVjgyMZrxK,https://p.scdn.co/mp3-preview/87b71d53008daf4803622afc9c9deef3b654fed4?cid=92ac8297791c442aa3ad223eab515b17
7005,Posse,Chief Keef,15iVAtD3s3FsQR4w1v6M0P,https://p.scdn.co/mp3-preview/31d5235a8ae55104321b5ee28f8441b7ab763eee?cid=92ac8297791c442aa3ad223eab515b17
7006,I Dont Know What Love Is,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,https://p.scdn.co/mp3-preview/0c528b750449cc878c31079c73d9d928f70f250e?cid=92ac8297791c442aa3ad223eab515b17
7007,Reading Signs,Generationals,57MtJQ6Sc4tIxrXIhrqVJL,https://p.scdn.co/mp3-preview/565069d6b41ed90f7f0521cb2e93c19fd6054c5b?cid=92ac8297791c442aa3ad223eab515b17
7008,Suitcase,Jacob Lee,4xPR9p75zzDlisJvvhEYl2,https://p.scdn.co/mp3-preview/3975bbbce1d5b32115040917378c5a35d74ab7b2?cid=92ac8297791c442aa3ad223eab515b17
7009,Did You Ever Go Steady - Original Mix,The Chiffons,05sIdEkXAYDbDDdv3T56Oj,https://p.scdn.co/mp3-preview/f316e31c7e390d960b262d2f0aa9d2a647d9204f?cid=92ac8297791c442aa3ad223eab515b17
7010,Fallin,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,https://p.scdn.co/mp3-preview/f8284a81ca943cf1a6013c8837a229d68dfc08aa?cid=92ac8297791c442aa3ad223eab515b17
7011,six speed,ROLE MODEL,1dy5WNgIKQU6ezkpZs4y8z,https://p.scdn.co/mp3-preview/dff8f96cf9c6325a64e86c844fa801fb298521d3?cid=92ac8297791c442aa3ad223eab515b17
7012,Walk On,U2,51Blml2LZPmy7TTiAg47vQ,https://p.scdn.co/mp3-preview/882976da5a30043d3582bdc7c6bbc67f2370678c?cid=92ac8297791c442aa3ad223eab515b17
7013,Black Car,Beach House,56ZTgzPBDge0OvCGgMO3OY,https://p.scdn.co/mp3-preview/3a75f813248d1378097ba81ea4f83b830be4348b?cid=92ac8297791c442aa3ad223eab515b17
7014,"Fifteen Fathoms, Counting",Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,https://p.scdn.co/mp3-preview/3e0ee3235fbfec33df8405f626ce6ffebe8869e2?cid=92ac8297791c442aa3ad223eab515b17
7015,The Man,Eels,3zunDAtRDg7kflREzWAhxl,https://p.scdn.co/mp3-preview/e7e5034b8c2c66047d3a98ca011eea98c63b676e?cid=92ac8297791c442aa3ad223eab515b17
